id,question,answer_text,context,source,domain,split,question_type,no_of_hops,reasoning_type,span_start,span_end,evidence_relations
Medical-b2f0a4f3,What are the typical disease sites and symptoms associated with ALL in children?,"ALL in children can be found in the bone marrow, blood, testicles, and central nervous system, with T-cell ALL specifically causing an enlarged thymus and breathing problems.",ALL in children can be found in the bone marrow. ALL in children can be found in the blood. ALL in children can be found in the testicles. ALL in children can be found in the central nervous system. T-cell ALL specifically causes an enlarged thymus. T-cell ALL specifically causes breathing problems.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""ALL can be found in bone marrow, blood, testicles, or central nervous system (CNS)"", ""Disease Site for ALL includes bone marrow, blood, lymph nodes, thymus, testicles, and CNS"", ""T-ALL starts in T-cell lymphocytes and can cause an enlarged thymus"", ""T-ALL can cause breathing problems due to an enlarged thymus"", ""B-cell lymphoblasts growing in lymph nodes is called B-cell lymphoblastic lymphoma (B-LL or B-LBL)""]"
Medical-cbbe92d1,How does the age group at diagnosis influence the management and treatment of ALL in children?,"Management and treatment of ALL in children are influenced by age, with infants (under 12 months) receiving different treatments and ALL most commonly affecting children, adolescents, and young adults.",Management and treatment of ALL in children are influenced by age. Infants under 12 months receive different treatments for ALL. ALL most commonly affects children. ALL most commonly affects adolescents. ALL most commonly affects young adults.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Treatment for ALL depends on subtype, age at diagnosis, and other factors"", ""Infant ALL (under 12 months) is treated differently than other age groups"", ""ALL most often affects children, adolescents, and young adults (AYAs)"", ""Age Group for ALL includes infant, child, adolescent, and young adult (AYA)"", ""Clinical trials are preferred for certain B-ALL and T-ALL cases""]"
Medical-30f4f09d,What role do supportive care and systemic therapy play in the treatment of ALL in children?,"Supportive care and systemic therapy are integral to ALL treatment in children, provided alongside steroids and multiagent chemotherapy to address both disease and treatment-related needs.",Supportive care is integral to ALL treatment in children. Systemic therapy is integral to ALL treatment in children. Supportive care is provided alongside steroids. Supportive care is provided alongside multiagent chemotherapy. Supportive care addresses both disease and treatment-related needs.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Systemic therapy and supportive care are part of ALL treatment"", ""Everyone with ALL is treated with steroids and multiagent chemotherapy"", ""Treatment for ALL includes steroids, multiagent chemotherapy, systemic therapy, supportive care, and clinical trial"", ""Supportive care is listed as a treatment option in the ALL ontology"", ""Clinical trials are preferred for certain B-ALL and T-ALL cases""]"
Medical-3c58f2c2,What are the key differences in presentation and management between B-cell ALL and T-cell ALL in children?,"B-cell ALL is more common and defined by B-cell biomarkers, while T-cell ALL often presents with an enlarged thymus and breathing problems, with both subtypes managed using steroids, multiagent chemotherapy, systemic therapy, and clinical trials.",B-cell ALL is more common than T-cell ALL. B-cell ALL is defined by B-cell biomarkers. T-cell ALL often presents with an enlarged thymus. T-cell ALL often presents with breathing problems. Both B-cell ALL and T-cell ALL are managed using steroids. Both B-cell ALL and T-cell ALL are managed using multiagent chemotherapy. Both B-cell ALL and T-cell ALL are managed using systemic therapy. Both B-cell ALL and T-cell ALL may involve clinical trials.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""B-ALL starts in B-cell lymphocytes and is more common than T-ALL"", ""T-ALL starts in T-cell lymphocytes and can cause an enlarged thymus"", ""T-ALL can cause breathing problems due to an enlarged thymus"", ""Biomarker for B-cell ALL includes BCR::ABL1-positive, BCR::ABL1-negative, and BCR::ABL1-like"", ""Treatment for B-ALL and T-ALL includes steroids, multiagent chemotherapy, systemic therapy, and clinical trial""]"
Medical-5ac7f21f,What are the main diagnostic methods and surveillance strategies used in rectal cancer management?,"Rectal cancer is diagnosed using MRI, endorectal ultrasound (EUS), CT scan, flexible sigmoidoscopy, colonoscopy, and CEA blood tests, while surveillance after treatment includes regular flexible sigmoidoscopy, imaging (EUS or MRI), and colonoscopy.",Rectal cancer is diagnosed using MRI. Rectal cancer is diagnosed using endorectal ultrasound (EUS). Rectal cancer is diagnosed using CT scan. Rectal cancer is diagnosed using flexible sigmoidoscopy. Rectal cancer is diagnosed using colonoscopy. Rectal cancer is diagnosed using CEA blood tests. Surveillance after treatment includes regular flexible sigmoidoscopy. Surveillance after treatment includes imaging such as EUS or MRI. Surveillance after treatment includes colonoscopy.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""MRI of the pelvis is recommended for staging rectal cancer"", ""Endorectal ultrasound (EUS) can assess tumor extent and guide biopsy"", ""CT scan of chest and abdomen is used to detect metastasis"", ""Colonoscopy is recommended after surgery for surveillance"", ""Surveillance after local excision or ESD includes regular sigmoidoscopy and imaging"", ""Diagnostic Method includes: MRI, Endorectal ultrasound (EUS), CT scan, Flexible sigmoidoscopy, Colonoscopy, CEA blood test, ctDNA"", ""Surveillance Strategy includes: Flexible sigmoidoscopy, Imaging (EUS or MRI), Colonoscopy""]"
Medical-b3d60550,"Which polyp types are associated with rectal cancer, and how does polypectomy impact cancer prevention?","Adenomas are the primary polyp type that can become invasive rectal cancer over many years, while hyperplastic and inflammatory polyps rarely turn into cancer; polypectomy during colonoscopy can remove most polyps and prevent cancer development.",Adenomas are the primary polyp type associated with rectal cancer. Adenomas can become invasive rectal cancer over many years. Hyperplastic polyps rarely turn into cancer. Inflammatory polyps rarely turn into cancer. Polypectomy during colonoscopy can remove most polyps. Polypectomy can prevent cancer development.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Most rectal cancers start in adenomatous polyps"", ""Adenomas can become invasive rectal cancer over many years"", ""Hyperplastic and inflammatory polyps rarely turn into cancer"", ""Polypectomy during colonoscopy can remove most polyps and prevent cancer"", ""Polyp Type includes: Adenoma, Hyperplastic polyp, Inflammatory polyp""]"
Medical-0e7e9c94,What are the common genetic and biomarker features of rectal cancer and their implications for diagnosis?,"Rectal cancer is characterized by biomarkers such as mismatch repair deficiency (dMMR) and microsatellite instability-high (MSI-H), with all tumors recommended for dMMR or MSI-H testing, and genetic risk factors including Lynch syndrome and familial adenomatous polyposis (FAP).",Rectal cancer is characterized by mismatch repair deficiency (dMMR). Rectal cancer is characterized by microsatellite instability-high (MSI-H). All tumors are recommended for dMMR testing. All tumors are recommended for MSI-H testing. Genetic risk factors for rectal cancer include Lynch syndrome. Genetic risk factors for rectal cancer include familial adenomatous polyposis (FAP).,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Mismatch repair deficiency (dMMR) or microsatellite instability-high (MSI-H) are biomarkers in rectal cancer"", ""All rectal tumors should be tested for dMMR or MSI-H"", ""Lynch syndrome is a genetic risk factor for rectal cancer"", ""Familial adenomatous polyposis (FAP) is a genetic syndrome causing multiple polyps and increased rectal cancer risk"", ""Biomarker includes: Mismatch repair deficiency (dMMR), Microsatellite instability-high (MSI-H), Microsatellite stable (MSS), Mismatch repair proficient (pMMR), CEA blood test, ctDNA""]"
Medical-09c3281f,How are treatment strategies for rectal cancer determined by tumor stage?,"Treatment for rectal cancer is stage-dependent: T1 tumors are managed with endoscopic and transanal procedures, T2 and T3 tumors require transabdominal surgery, and locally advanced cases are treated with chemoradiation and chemotherapy regimens including oxaliplatin or irinotecan.",Treatment for rectal cancer is stage-dependent. T1 tumors are managed with endoscopic procedures. T1 tumors are managed with transanal procedures. T2 tumors require transabdominal surgery. T3 tumors require transabdominal surgery. Locally advanced cases are treated with chemoradiation. Locally advanced cases are treated with chemotherapy regimens including oxaliplatin. Locally advanced cases are treated with chemotherapy regimens including irinotecan.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Endoscopic submucosal dissection (ESD) is recommended for T1 rectal tumors"", ""Transanal local excision is an option for T1 tumors at the end of the rectum"", ""Transabdominal surgery is recommended for T2 and some T1/T3 tumors"", ""Chemoradiation is used for locally advanced rectal cancer"", ""Chemotherapy regimens may include oxaliplatin or irinotecan""]"
Medical-80578893,"What are the primary surgical procedures used in rectal cancer, and how do they relate to tumor location and stage?","Surgical procedures for rectal cancer include polypectomy, transanal local excision for early-stage or distal tumors, transabdominal surgery for more advanced stages, low anterior resection (LAR) for mid to upper rectal tumors, and abdominoperineal resection (APR) for lower rectal tumors.",Surgical procedures for rectal cancer include polypectomy. Transanal local excision is used for early-stage or distal tumors. Transabdominal surgery is used for more advanced stages of rectal cancer. Low anterior resection (LAR) is used for mid to upper rectal tumors. Abdominoperineal resection (APR) is used for lower rectal tumors.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Polypectomy during colonoscopy can remove most polyps and prevent cancer"", ""Transanal local excision is an option for T1 tumors at the end of the rectum"", ""Transabdominal surgery is recommended for T2 and some T1/T3 tumors"", ""Low anterior resection (LAR) is used for tumors in the mid to upper rectum"", ""Abdominoperineal resection (APR) is used for tumors in the lower rectum""]"
Medical-dbdb19b5,"Which risk factors and genetic syndromes are linked to rectal cancer, and what is their significance?","Lynch syndrome and familial adenomatous polyposis (FAP) are significant genetic risk factors for rectal cancer, with FAP causing multiple polyps and increased cancer risk, highlighting the importance of genetic assessment in at-risk individuals.",Lynch syndrome is a significant genetic risk factor for rectal cancer. Familial adenomatous polyposis (FAP) is a significant genetic risk factor for rectal cancer. FAP causes multiple polyps. FAP increases the risk of cancer. Genetic assessment is important for at-risk individuals.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Lynch syndrome is a genetic risk factor for rectal cancer"", ""Familial adenomatous polyposis (FAP) is a genetic syndrome causing multiple polyps and increased rectal cancer risk"", ""Risk Factor includes: Lynch syndrome, Familial adenomatous polyposis (FAP)"", ""Genetic Alteration includes: Lynch syndrome, Familial adenomatous polyposis (FAP)"", ""Adenomas can become invasive rectal cancer over many years""]"
Medical-89593bb0,What symptoms are commonly observed in patients with rectal cancer?,"Rectal cancer commonly presents with symptoms such as changes in bowel habits, rectal bleeding, and abdominal pain.",Rectal cancer commonly presents with changes in bowel habits. Rectal cancer commonly presents with rectal bleeding. Rectal cancer commonly presents with abdominal pain.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Symptoms of rectal cancer may include changes in bowel habits, rectal bleeding, and abdominal pain"", ""Symptom includes: Rectal bleeding, Abdominal pain, Changes in bowel habits"", ""Rectal bleeding is a symptom of rectal cancer"", ""Abdominal pain is a symptom of rectal cancer"", ""Changes in bowel habits are a symptom of rectal cancer""]"
Medical-904ab164,What fertility preservation options are available to patients undergoing rectal cancer treatment?,"Fertility preservation options for rectal cancer patients include sperm banking, egg freezing, ovarian tissue banking, and ovarian transposition, which can be considered prior to treatment.",Fertility preservation options for rectal cancer patients include sperm banking. Fertility preservation options for rectal cancer patients include egg freezing. Fertility preservation options for rectal cancer patients include ovarian tissue banking. Fertility preservation options for rectal cancer patients include ovarian transposition. Fertility preservation options can be considered prior to treatment.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Fertility preservation options include sperm banking, egg freezing, ovarian tissue banking, and ovarian transposition"", ""Fertility Preservation includes: Sperm banking, Egg freezing, Ovarian tissue banking, Ovarian transposition"", ""Ovarian transposition is a fertility preservation option"", ""Egg freezing is a fertility preservation option"", ""Sperm banking is a fertility preservation option""]"
Medical-ef0f9988,How is surveillance structured following local excision or endoscopic submucosal dissection in rectal cancer?,"Surveillance after local excision or ESD for rectal cancer involves regular flexible sigmoidoscopy every 6 months for 5 years and imaging with EUS or MRI every 3-6 months for 2 years, then every 6 months through year 5.",Surveillance after local excision for rectal cancer involves regular flexible sigmoidoscopy every 6 months for 5 years. Surveillance after local excision for rectal cancer involves imaging with EUS or MRI every 3-6 months for 2 years. Surveillance after local excision for rectal cancer involves imaging every 6 months through year 5.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Surveillance after local excision or ESD includes regular sigmoidoscopy and imaging"", ""Flexible sigmoidoscopy every 6 months for 5 years is part of the surveillance strategy for T1 tumors"", ""Imaging (EUS or MRI) every 3-6 months for 2 years, then every 6 months through year 5 is part of the surveillance strategy for T1 tumors"", ""Surveillance Strategy includes: Flexible sigmoidoscopy, Imaging (EUS or MRI), Colonoscopy"", ""Flexible sigmoidoscopy is recommended for surveillance""]"
Medical-6b88dffb,"What are the main subtypes, stages, and grades of bladder cancer, and how are they classified?","Bladder cancer is classified into subtypes such as urothelial carcinoma (the most common), squamous cell carcinoma, adenocarcinoma, and small cell carcinoma; it is staged from 0 to 4 based on invasion and spread, with grades designated as low grade (LG) or high grade (HG).","Bladder cancer is classified into subtypes. The most common subtype of bladder cancer is urothelial carcinoma. Other subtypes of bladder cancer include squamous cell carcinoma, adenocarcinoma, and small cell carcinoma. Bladder cancer is staged from 0 to 4 based on invasion and spread. Bladder cancer grades are designated as low grade (LG) or high grade (HG).",Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Bladder cancer is a disease of the inner lining of the bladder"", ""Urothelial carcinoma is the most common subtype of bladder cancer"", ""Squamous cell carcinoma, adenocarcinoma, and small cell carcinoma are less common subtypes of bladder cancer"", ""Bladder cancer is staged from 0 to 4 based on depth of invasion and spread"", ""Cancer grade is classified as low grade (LG) or high grade (HG)""]"
Medical-a3a6eab2,What are the primary risk factors and genetic alterations associated with bladder cancer?,"Smoking is the greatest risk factor for bladder cancer, with additional risks including age, family history, Lynch syndrome, and chemical exposure; genetic alterations such as CDKN2A, FGFR3, PIK3CA, and ERBB mutations are also associated with the disease.","Smoking is the greatest risk factor for bladder cancer. Additional risk factors for bladder cancer include age. Family history is a risk factor for bladder cancer. Lynch syndrome is a risk factor for bladder cancer. Chemical exposure is a risk factor for bladder cancer. Genetic alterations associated with bladder cancer include CDKN2A, FGFR3, PIK3CA, and ERBB mutations.",Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Smoking is the greatest risk factor for bladder cancer"", ""Other risk factors include age, family history, Lynch syndrome, and chemical exposure"", ""Genetic alterations such as mutations in CDKN2A, FGFR3, PIK3CA, and ERBB genes are associated with bladder cancer"", ""Risk Factor: [\""Smoking\"", \""Secondhand smoke\"", \""Age\"", \""Family history\"", \""Lynch syndrome\"", \""Chemical exposure\""]"", ""Genetic Alteration: [\""CDKN2A mutation\"", \""FGFR3 mutation\"", \""PIK3CA mutation\"", \""ERBB mutation\""]""]"
Medical-5d754d6e,What symptoms and diagnostic methods are commonly associated with bladder cancer?,"Bladder cancer commonly presents with blood in urine (hematuria), frequent urination, urgency, painful urination, and back pain, and is diagnosed using cystoscopy, urine cytology, biopsy, and imaging techniques such as CT, MRI, PET/CT, ultrasound, pyelogram, and urogram.","Bladder cancer commonly presents with blood in urine (hematuria). Bladder cancer commonly presents with frequent urination. Bladder cancer commonly presents with urgency. Bladder cancer commonly presents with painful urination. Bladder cancer commonly presents with back pain. Bladder cancer is diagnosed using cystoscopy. Bladder cancer is diagnosed using urine cytology. Bladder cancer is diagnosed using biopsy. Bladder cancer is diagnosed using imaging techniques such as CT, MRI, PET/CT, ultrasound, pyelogram, and urogram.",Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Blood in urine (hematuria) is the most common symptom of bladder cancer"", ""Other symptoms include frequent urination, urgency, painful urination, and back pain"", ""Diagnosis of bladder cancer involves cystoscopy, urine cytology, biopsy, and imaging (CT, MRI, PET/CT, ultrasound, pyelogram, urogram)"", ""Symptom: [\""Blood in urine\"", \""Hematuria\"", \""Frequent urination\"", \""Urgency\"", \""Painful urination\"", \""Back pain\""]"", ""Diagnostic Method: {\""Cystoscopy\"": {}, \""Urine cytology\"": {}, \""Biopsy\"": {}, \""Imaging\"": {\""CT scan\"": {}, \""MRI\"": {}, \""PET/CT\"": {}, \""Ultrasound\"": {}, \""Pyelogram\"": {}, \""Urogram\"": {}}}""]"
Medical-4937721e,How are non–muscle-invasive and muscle-invasive bladder cancers defined and treated?,"Non–muscle-invasive bladder cancers (Stage 0 and 1) are treated with TURBT and intravesical therapy, while muscle-invasive bladder cancers (Stages 2, 3, and 4) typically require radical cystectomy, with additional options such as systemic therapy and radiation.","Non–muscle-invasive bladder cancers are classified as Stage 0 and 1. Non–muscle-invasive bladder cancers are treated with TURBT and intravesical therapy. Muscle-invasive bladder cancers are classified as Stages 2, 3, and 4. Muscle-invasive bladder cancers typically require radical cystectomy. Additional treatment options for muscle-invasive bladder cancers include systemic therapy and radiation.",Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Stage 0 and Stage 1 bladder cancers are non–muscle-invasive"", ""Stages 2, 3, and 4 bladder cancers are muscle-invasive"", ""TURBT is used for tumor removal in non–muscle-invasive bladder cancer"", ""Radical cystectomy is the standard surgery for muscle-invasive bladder cancer"", ""Intravesical therapy (BCG or chemotherapy) is used for non–muscle-invasive bladder cancer""]"
Medical-01692d91,What systemic therapies are available for bladder cancer and what agents are commonly used?,"Systemic therapy for bladder cancer includes chemotherapy (such as cisplatin-based regimens like ddMVAC), immunotherapy (checkpoint inhibitors like pembrolizumab, nivolumab, avelumab, and atezolizumab), and targeted therapies (enfortumab vedotin-ejfv, erdafitinib, and sacituzumab govitecan-hziy).","Systemic therapy for bladder cancer includes chemotherapy. Cisplatin-based regimens like ddMVAC are used in chemotherapy for bladder cancer. Immunotherapy for bladder cancer includes checkpoint inhibitors. Common checkpoint inhibitors for bladder cancer include pembrolizumab, nivolumab, avelumab, and atezolizumab. Targeted therapies for bladder cancer include enfortumab vedotin-ejfv, erdafitinib, and sacituzumab govitecan-hziy.",Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Systemic therapy includes chemotherapy, immunotherapy (checkpoint inhibitors), and targeted therapy"", ""Chemotherapy regimens include cisplatin-based combinations such as ddMVAC"", ""Immunotherapy agents include pembrolizumab, nivolumab, avelumab, and atezolizumab"", ""Targeted therapies include enfortumab vedotin-ejfv (Padcev), erdafitinib (Balversa), and sacituzumab govitecan-hziy (Trodelvy)"", ""Systemic Therapy: {\""Chemotherapy\"": [\""Cisplatin\"", \""Methotrexate\"", \""Vinblastine\"", \""Doxorubicin\"", \""ddMVAC\""], \""Immunotherapy\"": [\""Pembrolizumab (Keytruda)\"", \""Nivolumab (Opdivo)\"", \""Avelumab (Bavencio)\"", \""Atezolizumab (Tecentriq)\""], \""Targeted Therapy\"": [\""Enfortumab vedotin-ejfv (Padcev)\"", \""Erdafitinib (Balversa)\"", \""Sacituzumab govitecan-hziy (Trodelvy)\""]}""]"
Medical-766a9a4c,What are the main surgical procedures and urinary diversion options used in bladder cancer treatment?,"Bladder cancer surgery includes TURBT, radical cystectomy, partial cystectomy, and urinary diversion procedures such as ileal conduit, neobladder, and continent cutaneous pouch (Indiana pouch).",Bladder cancer surgery includes TURBT. Bladder cancer surgery includes radical cystectomy. Bladder cancer surgery includes partial cystectomy. Urinary diversion procedures include ileal conduit. Urinary diversion procedures include neobladder. Urinary diversion procedures include continent cutaneous pouch (Indiana pouch).,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Surgery is a primary treatment for bladder cancer and includes TURBT, radical cystectomy, and partial cystectomy"", ""TURBT is used for tumor removal in non–muscle-invasive bladder cancer"", ""Radical cystectomy is the standard surgery for muscle-invasive bladder cancer"", ""Urinary diversion procedures include ileal conduit, neobladder, and continent cutaneous pouch"", ""Surgical Procedure: {\""TURBT\"": {}, \""Radical cystectomy\"": {}, \""Partial cystectomy\"": {}, \""Urinary Diversion\"": [\""Ileal conduit\"", \""Neobladder\"", \""Continent cutaneous pouch (Indiana pouch)\""]}""]"
Medical-ab49732b,"Which therapies are used as bladder-preserving approaches in bladder cancer, and what do they involve?","Bladder-preserving approaches include trimodal therapy, which combines TURBT, chemotherapy, and radiation, as well as radiation therapy (EBRT) alone or with chemotherapy (chemoradiation).","Bladder-preserving approaches include trimodal therapy. Trimodal therapy combines TURBT, chemotherapy, and radiation. Bladder-preserving approaches include radiation therapy (EBRT) alone. Bladder-preserving approaches include radiation therapy (EBRT) with chemotherapy (chemoradiation).",Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Trimodal therapy combines TURBT, chemotherapy, and radiation as a bladder-preserving approach"", ""Radiation therapy (EBRT) is used alone or in combination with chemotherapy (chemoradiation)"", ""Treatment: {\""Trimodal therapy\"": {}, \""Radiation Therapy\"": [\""External beam radiation therapy (EBRT)\"", \""Chemoradiation\""]}"", ""TURBT is used for tumor removal in non–muscle-invasive bladder cancer"", ""Chemotherapy regimens include cisplatin-based combinations such as ddMVAC""]"
Medical-f67e9cbf,How is follow-up and surveillance conducted in bladder cancer patients and why is it important?,"Follow-up and surveillance in bladder cancer involve regular cystoscopy, urine cytology, imaging, and biomarker tests, which are essential due to the high recurrence rates of the disease.",Follow-up and surveillance in bladder cancer involve regular cystoscopy. Follow-up and surveillance in bladder cancer involve urine cytology. Follow-up and surveillance in bladder cancer involve imaging. Follow-up and surveillance in bladder cancer involve biomarker tests. Follow-up and surveillance are essential due to high recurrence rates of bladder cancer.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Follow-up and surveillance are required due to high recurrence rates"", ""Follow-up/Surveillance: [\""Regular cystoscopy\"", \""Urine cytology\"", \""Imaging\"", \""Biomarker surveillance\""]"", ""Diagnosis of bladder cancer involves cystoscopy, urine cytology, biopsy, and imaging (CT, MRI, PET/CT, ultrasound, pyelogram, urogram)"", ""Biomarker tests may be used for surveillance in non–muscle-invasive bladder cancer"", ""Bladder cancer has a high recurrence rate necessitating ongoing surveillance""]"
Medical-5b662312,"What are the most common side effects and symptoms experienced by bladder cancer patients, both from the disease and its treatments?","Bladder cancer patients commonly experience symptoms such as hematuria, frequent urination, urgency, painful urination, and back pain, with treatments often causing side effects like bleeding, infection, sexual dysfunction, urinary incontinence, fatigue, nausea, and diarrhea.",Bladder cancer patients commonly experience hematuria. Bladder cancer patients commonly experience frequent urination. Bladder cancer patients commonly experience urgency. Bladder cancer patients commonly experience painful urination. Bladder cancer patients commonly experience back pain. Treatments for bladder cancer often cause side effects like bleeding. Treatments for bladder cancer often cause side effects like infection. Treatments for bladder cancer often cause side effects like sexual dysfunction. Treatments for bladder cancer often cause side effects like urinary incontinence. Treatments for bladder cancer often cause side effects like fatigue. Treatments for bladder cancer often cause side effects like nausea. Treatments for bladder cancer often cause side effects like diarrhea.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Blood in urine (hematuria) is the most common symptom of bladder cancer"", ""Other symptoms include frequent urination, urgency, painful urination, and back pain"", ""Common side effects of treatment include bleeding, infection, sexual dysfunction, urinary incontinence, fatigue, nausea, and diarrhea"", ""Symptom: [\""Blood in urine\"", \""Hematuria\"", \""Frequent urination\"", \""Urgency\"", \""Painful urination\"", \""Back pain\""]"", ""Side Effect: [\""Bleeding\"", \""Blood clots\"", \""Kidney problems\"", \""Infection\"", \""Sexual dysfunction\"", \""Urinary incontinence\"", \""Fatigue\"", \""Nausea\"", \""Vomiting\"", \""Diarrhea\"", \""Constipation\"", \""Fever\""]""]"
Medical-8c9d1ae8,What roles do clinical trials and supportive care play in the management of bladder cancer?,"Clinical trials are available at all stages of bladder cancer, offering access to new treatments, while supportive care addresses symptoms and side effects from both the cancer and its treatments.",Clinical trials are available at all stages of bladder cancer. Clinical trials offer access to new treatments for bladder cancer. Supportive care addresses symptoms from bladder cancer. Supportive care addresses side effects from bladder cancer treatments.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Clinical trials are available at all stages of bladder cancer"", ""Supportive care addresses symptoms and side effects of cancer and its treatment"", ""Treatment: {\""Clinical trial\"": {}, \""Supportive care\"": {}}"", ""Common side effects of treatment include bleeding, infection, sexual dysfunction, urinary incontinence, fatigue, nausea, and diarrhea"", ""Supportive care is included as a treatment modality in the ontology for bladder cancer""]"
Medical-a4897c00,What are the major subtypes of kidney cancer and how are they histologically classified?,"Kidney cancer includes subtypes such as renal cell carcinoma (RCC), urothelial carcinoma, Wilms tumor, and renal sarcoma, with RCC further classified by histology into clear cell RCC, non-clear cell RCC (including papillary RCC, chromophobe RCC, collecting duct RCC, renal medullary carcinoma, clear cell papillary renal cell tumor, fumarate hydratase-deficient RCC, and ELOC-mutated RCC), and sarcomatoid RCC.",Kidney cancer includes subtypes such as renal cell carcinoma (RCC). Kidney cancer includes subtypes such as urothelial carcinoma. Kidney cancer includes subtypes such as Wilms tumor. Kidney cancer includes subtypes such as renal sarcoma. RCC is further classified by histology into clear cell RCC. RCC is further classified by histology into non-clear cell RCC. Non-clear cell RCC includes papillary RCC. Non-clear cell RCC includes chromophobe RCC. Non-clear cell RCC includes collecting duct RCC. Non-clear cell RCC includes renal medullary carcinoma. Non-clear cell RCC includes clear cell papillary renal cell tumor. Non-clear cell RCC includes fumarate hydratase-deficient RCC. Non-clear cell RCC includes ELOC-mutated RCC. RCC can also be classified as sarcomatoid RCC.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Renal cell carcinoma (RCC) is the most common type of kidney cancer"", ""Clear cell RCC is the most common subtype of RCC"", ""Non-clear cell RCC includes papillary RCC, chromophobe RCC, collecting duct RCC, and renal medullary carcinoma"", ""Wilms tumor usually occurs in young children and is a distinct kidney cancer type"", ""Renal sarcoma starts in the blood vessels or connective tissue of the kidney"", ""RCC starts in the cells that line the renal tubules"", ""Sarcomatoid features can occur in any RCC subtype and are associated with more aggressive disease""]"
Medical-ad636be8,Which anatomical structures are involved in the origin and local spread of kidney cancer?,"Kidney cancer originates in structures such as the renal tubules and renal pelvis and can locally spread to surrounding fat, blood vessels, lymph nodes, adrenal glands, and Gerota’s fascia.",Kidney cancer originates in the renal tubules. Kidney cancer originates in the renal pelvis. Kidney cancer can locally spread to surrounding fat. Kidney cancer can locally spread to blood vessels. Kidney cancer can locally spread to lymph nodes. Kidney cancer can locally spread to adrenal glands. Kidney cancer can locally spread to Gerota’s fascia.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""RCC starts in the cells that line the renal tubules"", ""Urothelial carcinoma starts in the cells lining the renal pelvis and ureter"", ""Kidney cancer can spread locally to surrounding fat, blood vessels, lymph nodes, adrenal glands, and Gerota’s fascia"", ""Anatomical Structure includes: Renal tubules, Renal pelvis, Renal vein, Renal artery, Gerota’s fascia, Adrenal gland"", ""Stage: Local spread includes: Surrounding fat, Blood vessels, Lymph nodes, Adrenal glands, Gerota’s fascia""]"
Medical-1f8fc3b0,What diagnostic methods are used to identify kidney cancer and its subtypes?,"Diagnosis of kidney cancer and its subtypes involves imaging tests, blood tests, urine tests, biopsy, biomarker testing, and genetic risk testing.",Diagnosis of kidney cancer involves imaging tests. Diagnosis of kidney cancer involves blood tests. Diagnosis of kidney cancer involves urine tests. Diagnosis of kidney cancer involves biopsy. Diagnosis of kidney cancer involves biomarker testing. Diagnosis of kidney cancer involves genetic risk testing.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Diagnosis of kidney cancer involves imaging tests, blood tests, urine tests, biopsy, biomarker testing, and genetic risk testing"", ""Diagnostic Method includes: Imaging tests, Blood tests, Urine tests, Biopsy, Biomarker testing, Genetic risk testing"", ""Clear cell RCC is the most common subtype of RCC"", ""Non-clear cell RCC includes papillary RCC, chromophobe RCC, collecting duct RCC, and renal medullary carcinoma"", ""Renal cell carcinoma (RCC) is the most common type of kidney cancer""]"
